framework,item_type,parent,skill,learning_outcome,lo_bloom_level,assessment_method,assessment_bloom,skill_outcome_score,outcome_assessment_score,composite_score,program,university
ECSF,knowledge,Cyber Threat Intelligence Specialist,Advanced and persistent cyber threats (APT),"identify and assess risks, vulnerabilities and cybersecurity threats, being able to plan, implement",Analyze,presentation,Apply,0.2,0.488,0.315,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,knowledge,Cyber Threat Intelligence Specialist,Cybersecurity-related certifications,"identify and assess risks, vulnerabilities and cybersecurity threats, being able to plan, implement",Analyze,ctf_competition,Evaluate,0.333,1.0,0.6,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,knowledge,Cyber Threat Intelligence Specialist,Cybersecurity-related certifications,"identify and assess risks, vulnerabilities and cybersecurity threats, being able to plan, implement",Analyze,presentation,Apply,0.333,0.488,0.395,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,skill,Cybersecurity Architect,Conduct user and business security requirements analysis,"deal with ict security challenges and are prepared to identify and assess risks, vulnerabilities and",Apply,ctf_competition,Evaluate,0.167,1.0,0.5,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,skill,Cybersecurity Architect,Conduct user and business security requirements analysis,"deal with ict security challenges and are prepared to identify and assess risks, vulnerabilities and",Apply,presentation,Apply,0.167,0.65,0.36,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,skill,Cybersecurity Architect,Draw cybersecurity architectural and functional specifications,"identify and assess risks, vulnerabilities and cybersecurity threats, being able to plan, implement",Analyze,ctf_competition,Evaluate,0.2,1.0,0.52,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,skill,Cybersecurity Architect,Draw cybersecurity architectural and functional specifications,"identify and assess risks, vulnerabilities and cybersecurity threats, being able to plan, implement",Analyze,presentation,Apply,0.2,0.488,0.315,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,skill,Cybersecurity Architect,Decompose and analyse systems to develop security and privacy requirements and  identify effective solutions,"identify and assess risks, vulnerabilities and cybersecurity threats, being able to plan, implement",Analyze,ctf_competition,Evaluate,0.1,1.0,0.46,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,skill,Cybersecurity Architect,Decompose and analyse systems to develop security and privacy requirements and  identify effective solutions,"identify and assess risks, vulnerabilities and cybersecurity threats, being able to plan, implement",Analyze,presentation,Apply,0.1,0.488,0.255,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,skill,Cybersecurity Architect,Decompose and analyse systems to develop security and privacy requirements and  identify effective solutions,"deal with ict security challenges and are prepared to identify and assess risks, vulnerabilities and",Apply,ctf_competition,Evaluate,0.2,1.0,0.52,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,skill,Cybersecurity Architect,Decompose and analyse systems to develop security and privacy requirements and  identify effective solutions,"deal with ict security challenges and are prepared to identify and assess risks, vulnerabilities and",Apply,presentation,Apply,0.2,0.65,0.38,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,skill,Cybersecurity Architect,Design systems and architectures based on security and privacy by design and by  defaults cybersecurity principles,"identify and assess risks, vulnerabilities and cybersecurity threats, being able to plan, implement",Analyze,ctf_competition,Evaluate,0.111,1.0,0.467,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,skill,Cybersecurity Architect,Design systems and architectures based on security and privacy by design and by  defaults cybersecurity principles,"identify and assess risks, vulnerabilities and cybersecurity threats, being able to plan, implement",Analyze,presentation,Apply,0.111,0.488,0.262,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,skill,Cybersecurity Architect,Design systems and architectures based on security and privacy by design and by  defaults cybersecurity principles,"deal with ict security challenges and are prepared to identify and assess risks, vulnerabilities and",Apply,ctf_competition,Evaluate,0.111,1.0,0.467,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,skill,Cybersecurity Architect,Design systems and architectures based on security and privacy by design and by  defaults cybersecurity principles,"deal with ict security challenges and are prepared to identify and assess risks, vulnerabilities and",Apply,presentation,Apply,0.111,0.65,0.327,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,skill,Cybersecurity Architect,Propose cybersecurity architectures based on stakeholder’s needs and budget,"identify and assess risks, vulnerabilities and cybersecurity threats, being able to plan, implement",Analyze,ctf_competition,Evaluate,0.143,1.0,0.486,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,skill,Cybersecurity Architect,Propose cybersecurity architectures based on stakeholder’s needs and budget,"identify and assess risks, vulnerabilities and cybersecurity threats, being able to plan, implement",Analyze,presentation,Apply,0.143,0.488,0.281,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,skill,Cybersecurity Architect,Coordinate the integration of security solutions,"deal with ict security challenges and are prepared to identify and assess risks, vulnerabilities and",Apply,ctf_competition,Evaluate,0.25,1.0,0.55,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,skill,Cybersecurity Architect,Coordinate the integration of security solutions,"deal with ict security challenges and are prepared to identify and assess risks, vulnerabilities and",Apply,presentation,Apply,0.25,0.65,0.41,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,knowledge,Cybersecurity Architect,Cybersecurity-related certifications,"identify and assess risks, vulnerabilities and cybersecurity threats, being able to plan, implement",Analyze,ctf_competition,Evaluate,0.333,1.0,0.6,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,knowledge,Cybersecurity Architect,Cybersecurity-related certifications,"identify and assess risks, vulnerabilities and cybersecurity threats, being able to plan, implement",Analyze,presentation,Apply,0.333,0.488,0.395,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,knowledge,Cybersecurity Architect,Cybersecurity recommendations and best practices,"identify and assess risks, vulnerabilities and cybersecurity threats, being able to plan, implement",Analyze,ctf_competition,Evaluate,0.25,1.0,0.55,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,knowledge,Cybersecurity Architect,Cybersecurity recommendations and best practices,"identify and assess risks, vulnerabilities and cybersecurity threats, being able to plan, implement",Analyze,presentation,Apply,0.25,0.488,0.345,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,knowledge,Cybersecurity Architect,"Cybersecurity standards, methodologies and frameworks","identify and assess risks, vulnerabilities and cybersecurity threats, being able to plan, implement",Analyze,ctf_competition,Evaluate,0.25,1.0,0.55,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,knowledge,Cybersecurity Architect,"Cybersecurity standards, methodologies and frameworks","identify and assess risks, vulnerabilities and cybersecurity threats, being able to plan, implement",Analyze,presentation,Apply,0.25,0.488,0.345,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,knowledge,Cybersecurity Architect,Cybersecurity-related requirements analysis,"identify and assess risks, vulnerabilities and cybersecurity threats, being able to plan, implement",Analyze,ctf_competition,Evaluate,0.25,1.0,0.55,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,knowledge,Cybersecurity Architect,Cybersecurity-related requirements analysis,"identify and assess risks, vulnerabilities and cybersecurity threats, being able to plan, implement",Analyze,presentation,Apply,0.25,0.488,0.345,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,knowledge,Cybersecurity Architect,Security architecture reference models,"deal with ict security challenges and are prepared to identify and assess risks, vulnerabilities and",Apply,ctf_competition,Evaluate,0.25,1.0,0.55,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,knowledge,Cybersecurity Architect,Security architecture reference models,"deal with ict security challenges and are prepared to identify and assess risks, vulnerabilities and",Apply,presentation,Apply,0.25,0.65,0.41,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,knowledge,Cybersecurity Architect,Cybersecurity-related technologies,"identify and assess risks, vulnerabilities and cybersecurity threats, being able to plan, implement",Analyze,ctf_competition,Evaluate,0.333,1.0,0.6,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
ECSF,knowledge,Cybersecurity Architect,Cybersecurity-related technologies,"identify and assess risks, vulnerabilities and cybersecurity threats, being able to plan, implement",Analyze,presentation,Apply,0.333,0.488,0.395,Digital Technologies and Information Security,Iscte - Instituto Universitário de Lisboa
